krog,varianta,faza,vzorec,komponenta,cpu_raw,mem_raw
1,C-samo-filter,mirovanje,10,logstash,6.87,767.5MiB
1,C-samo-filter,mirovanje,10,alertmanager,0.17,20.18MiB
1,C-samo-filter,obremenitev,1,prometheus,0.00,50.9MiB
1,C-samo-filter,obremenitev,1,node-exporter,0.00,8.523MiB
1,C-samo-filter,obremenitev,1,cadvisor,3.02,45.09MiB
1,C-samo-filter,obremenitev,1,grafana,0.10,53.22MiB
1,C-samo-filter,obremenitev,1,elasticsearch,7.00,1.97GiB
1,C-samo-filter,obremenitev,1,kibana,10.27,652MiB
1,C-samo-filter,obremenitev,1,logstash,43.91,816.5MiB
1,C-samo-filter,obremenitev,1,alertmanager,1.03,20.19MiB
1,C-samo-filter,obremenitev,2,prometheus,0.15,50.9MiB
1,C-samo-filter,obremenitev,2,node-exporter,0.00,8.523MiB
1,C-samo-filter,obremenitev,2,cadvisor,2.59,43.7MiB
1,C-samo-filter,obremenitev,2,grafana,0.26,53.22MiB
1,C-samo-filter,obremenitev,2,elasticsearch,8.40,1.97GiB
1,C-samo-filter,obremenitev,2,kibana,11.61,652.1MiB
1,C-samo-filter,obremenitev,2,logstash,76.70,818.5MiB
1,C-samo-filter,obremenitev,2,alertmanager,0.31,20.19MiB
1,C-samo-filter,obremenitev,3,prometheus,1.94,50.91MiB
1,C-samo-filter,obremenitev,3,node-exporter,0.00,8.523MiB
1,C-samo-filter,obremenitev,3,cadvisor,8.60,43.99MiB
1,C-samo-filter,obremenitev,3,grafana,0.24,53.22MiB
1,C-samo-filter,obremenitev,3,elasticsearch,11.37,1.97GiB
1,C-samo-filter,obremenitev,3,kibana,15.14,652.3MiB
1,C-samo-filter,obremenitev,3,logstash,38.51,818.8MiB
1,C-samo-filter,obremenitev,3,alertmanager,0.27,20.19MiB
1,C-samo-filter,obremenitev,4,prometheus,0.10,50.91MiB
1,C-samo-filter,obremenitev,4,node-exporter,0.00,8.691MiB
1,C-samo-filter,obremenitev,4,cadvisor,4.16,43.99MiB
1,C-samo-filter,obremenitev,4,grafana,0.14,53.22MiB
1,C-samo-filter,obremenitev,4,elasticsearch,8.11,1.97GiB
1,C-samo-filter,obremenitev,4,kibana,11.96,652.3MiB
1,C-samo-filter,obremenitev,4,logstash,57.58,819.6MiB
1,C-samo-filter,obremenitev,4,alertmanager,0.38,20.19MiB
1,C-samo-filter,obremenitev,5,prometheus,0.09,50.91MiB
1,C-samo-filter,obremenitev,5,node-exporter,0.00,8.691MiB
1,C-samo-filter,obremenitev,5,cadvisor,4.72,43.99MiB
1,C-samo-filter,obremenitev,5,grafana,0.70,53.23MiB
1,C-samo-filter,obremenitev,5,elasticsearch,9.21,1.97GiB
1,C-samo-filter,obremenitev,5,kibana,14.97,652.3MiB
1,C-samo-filter,obremenitev,5,logstash,55.11,820MiB
1,C-samo-filter,obremenitev,5,alertmanager,0.33,20.19MiB
1,C-samo-filter,obremenitev,6,prometheus,2.18,50.93MiB
1,C-samo-filter,obremenitev,6,node-exporter,0.00,8.691MiB
1,C-samo-filter,obremenitev,6,cadvisor,3.26,44.07MiB
1,C-samo-filter,obremenitev,6,grafana,0.25,53.23MiB
1,C-samo-filter,obremenitev,6,elasticsearch,6.66,1.97GiB
1,C-samo-filter,obremenitev,6,kibana,11.57,652.5MiB
1,C-samo-filter,obremenitev,6,logstash,20.95,820.2MiB
1,C-samo-filter,obremenitev,6,alertmanager,0.34,20.19MiB
1,C-samo-filter,obremenitev,7,prometheus,0.00,50.91MiB
1,C-samo-filter,obremenitev,7,node-exporter,0.00,8.715MiB
1,C-samo-filter,obremenitev,7,cadvisor,2.86,44.19MiB
1,C-samo-filter,obremenitev,7,grafana,0.05,53.23MiB
1,C-samo-filter,obremenitev,7,elasticsearch,13.44,1.97GiB
1,C-samo-filter,obremenitev,7,kibana,12.21,652.6MiB
1,C-samo-filter,obremenitev,7,logstash,21.70,820.2MiB
1,C-samo-filter,obremenitev,7,alertmanager,0.47,20.2MiB
1,C-samo-filter,obremenitev,8,prometheus,0.00,50.91MiB
1,C-samo-filter,obremenitev,8,node-exporter,0.00,8.715MiB
1,C-samo-filter,obremenitev,8,cadvisor,3.16,44.06MiB
1,C-samo-filter,obremenitev,8,grafana,0.06,53.23MiB
1,C-samo-filter,obremenitev,8,elasticsearch,9.25,1.975GiB
1,C-samo-filter,obremenitev,8,kibana,15.39,652.6MiB
1,C-samo-filter,obremenitev,8,logstash,39.74,820.3MiB
1,C-samo-filter,obremenitev,8,alertmanager,1.10,19.77MiB
1,C-samo-filter,obremenitev,9,prometheus,0.06,50.91MiB
1,C-samo-filter,obremenitev,9,node-exporter,0.00,8.715MiB
1,C-samo-filter,obremenitev,9,cadvisor,2.39,44.21MiB
1,C-samo-filter,obremenitev,9,grafana,0.11,53.23MiB
1,C-samo-filter,obremenitev,9,elasticsearch,7.58,1.975GiB
1,C-samo-filter,obremenitev,9,kibana,11.90,652.8MiB
1,C-samo-filter,obremenitev,9,logstash,19.36,820.4MiB
1,C-samo-filter,obremenitev,9,alertmanager,0.26,19.77MiB
1,C-samo-filter,obremenitev,10,prometheus,0.08,50.91MiB
1,C-samo-filter,obremenitev,10,node-exporter,0.00,8.832MiB
1,C-samo-filter,obremenitev,10,cadvisor,2.29,44.21MiB
1,C-samo-filter,obremenitev,10,grafana,0.31,53.23MiB
1,C-samo-filter,obremenitev,10,elasticsearch,5.52,1.975GiB
1,C-samo-filter,obremenitev,10,kibana,8.38,652.8MiB
1,C-samo-filter,obremenitev,10,logstash,15.65,820.6MiB
1,C-samo-filter,obremenitev,10,alertmanager,0.57,19.77MiB
1,D-oboje,mirovanje,1,prometheus,0.03,51.41MiB
1,D-oboje,mirovanje,1,node-exporter,0.00,8.527MiB
1,D-oboje,mirovanje,1,cadvisor,2.52,43.28MiB
1,D-oboje,mirovanje,1,grafana,0.06,53.23MiB
1,D-oboje,mirovanje,1,elasticsearch,3.01,1.976GiB
1,D-oboje,mirovanje,1,kibana,7.16,652.9MiB
1,D-oboje,mirovanje,1,logstash,3.45,720.9MiB
1,D-oboje,mirovanje,1,alertmanager,0.18,22.14MiB
1,D-oboje,mirovanje,2,prometheus,0.25,51.41MiB
1,D-oboje,mirovanje,2,node-exporter,1.49,8.621MiB
1,D-oboje,mirovanje,2,cadvisor,1.25,43.91MiB
1,D-oboje,mirovanje,2,grafana,0.04,53.23MiB
1,D-oboje,mirovanje,2,elasticsearch,1.38,1.976GiB
1,D-oboje,mirovanje,2,kibana,5.50,652.9MiB
1,D-oboje,mirovanje,2,logstash,2.66,721.1MiB
1,D-oboje,mirovanje,2,alertmanager,0.23,22.14MiB
1,D-oboje,mirovanje,3,prometheus,0.03,51.41MiB
1,D-oboje,mirovanje,3,node-exporter,0.00,8.531MiB
1,D-oboje,mirovanje,3,cadvisor,1.07,43.92MiB
1,D-oboje,mirovanje,3,grafana,0.25,53.23MiB
1,D-oboje,mirovanje,3,elasticsearch,1.69,1.976GiB
1,D-oboje,mirovanje,3,kibana,6.84,652.9MiB
1,D-oboje,mirovanje,3,logstash,3.23,721.2MiB
1,D-oboje,mirovanje,3,alertmanager,0.39,22.14MiB
1,D-oboje,mirovanje,4,prometheus,0.06,51.41MiB
1,D-oboje,mirovanje,4,node-exporter,0.00,8.531MiB
1,D-oboje,mirovanje,4,cadvisor,1.50,43.75MiB
1,D-oboje,mirovanje,4,grafana,0.15,53.23MiB
1,D-oboje,mirovanje,4,elasticsearch,2.93,1.976GiB
1,D-oboje,mirovanje,4,kibana,6.47,652.9MiB
1,D-oboje,mirovanje,4,logstash,2.85,721.4MiB
1,D-oboje,mirovanje,4,alertmanager,0.16,22.14MiB
1,D-oboje,mirovanje,5,prometheus,0.84,51.41MiB
1,D-oboje,mirovanje,5,node-exporter,1.53,8.449MiB
1,D-oboje,mirovanje,5,cadvisor,1.70,43.75MiB
1,D-oboje,mirovanje,5,grafana,0.06,53.23MiB
1,D-oboje,mirovanje,5,elasticsearch,3.03,1.976GiB
1,D-oboje,mirovanje,5,kibana,7.61,652.9MiB
1,D-oboje,mirovanje,5,logstash,5.05,721.5MiB
1,D-oboje,mirovanje,5,alertmanager,0.20,22.14MiB
1,D-oboje,mirovanje,6,prometheus,0.00,51.41MiB
1,D-oboje,mirovanje,6,node-exporter,0.00,8.449MiB
1,D-oboje,mirovanje,6,cadvisor,2.96,43.86MiB
1,D-oboje,mirovanje,6,grafana,0.23,53.23MiB
1,D-oboje,mirovanje,6,elasticsearch,1.61,1.976GiB
1,D-oboje,mirovanje,6,kibana,6.26,652.9MiB
1,D-oboje,mirovanje,6,logstash,1.41,721.5MiB
1,D-oboje,mirovanje,6,alertmanager,0.24,22.15MiB
1,D-oboje,mirovanje,7,prometheus,0.00,51.41MiB
1,D-oboje,mirovanje,7,node-exporter,0.00,8.449MiB
1,D-oboje,mirovanje,7,cadvisor,2.25,43.74MiB
1,D-oboje,mirovanje,7,grafana,0.08,53.23MiB
1,D-oboje,mirovanje,7,elasticsearch,1.24,1.976GiB
1,D-oboje,mirovanje,7,kibana,4.13,652.9MiB
1,D-oboje,mirovanje,7,logstash,10.84,721.8MiB
1,D-oboje,mirovanje,7,alertmanager,0.23,22.15MiB
1,D-oboje,mirovanje,8,prometheus,0.39,51.41MiB
1,D-oboje,mirovanje,8,node-exporter,0.00,8.449MiB
1,D-oboje,mirovanje,8,cadvisor,2.42,43.81MiB
1,D-oboje,mirovanje,8,grafana,0.09,53.23MiB
1,D-oboje,mirovanje,8,elasticsearch,7.12,1.976GiB
1,D-oboje,mirovanje,8,kibana,4.32,652.9MiB
1,D-oboje,mirovanje,8,logstash,4.26,722.1MiB
1,D-oboje,mirovanje,8,alertmanager,0.22,22.15MiB
1,D-oboje,mirovanje,9,prometheus,0.00,51.41MiB
1,D-oboje,mirovanje,9,node-exporter,0.00,8.449MiB
1,D-oboje,mirovanje,9,cadvisor,1.89,43.81MiB
1,D-oboje,mirovanje,9,grafana,0.06,53.23MiB
1,D-oboje,mirovanje,9,elasticsearch,1.27,1.975GiB
1,D-oboje,mirovanje,9,kibana,3.94,652.9MiB
1,D-oboje,mirovanje,9,logstash,2.92,722.1MiB
1,D-oboje,mirovanje,9,alertmanager,0.30,22.15MiB
1,D-oboje,mirovanje,10,prometheus,0.00,51.41MiB
1,D-oboje,mirovanje,10,node-exporter,0.00,8.449MiB
1,D-oboje,mirovanje,10,cadvisor,2.02,43.81MiB
1,D-oboje,mirovanje,10,grafana,0.08,53.23MiB
1,D-oboje,mirovanje,10,elasticsearch,1.47,1.975GiB
1,D-oboje,mirovanje,10,kibana,3.55,652.9MiB
1,D-oboje,mirovanje,10,logstash,4.29,722.3MiB
1,D-oboje,mirovanje,10,alertmanager,0.11,22.15MiB
1,D-oboje,obremenitev,1,prometheus,0.00,51.44MiB
1,D-oboje,obremenitev,1,node-exporter,0.00,8.668MiB
1,D-oboje,obremenitev,1,cadvisor,3.38,44.32MiB
1,D-oboje,obremenitev,1,grafana,0.30,53.25MiB
1,D-oboje,obremenitev,1,elasticsearch,28.67,1.976GiB
1,D-oboje,obremenitev,1,kibana,17.86,652.9MiB
1,D-oboje,obremenitev,1,logstash,42.90,748.1MiB
1,D-oboje,obremenitev,1,alertmanager,1.43,21.1MiB
1,D-oboje,obremenitev,2,prometheus,1.28,51.44MiB
1,D-oboje,obremenitev,2,node-exporter,0.00,8.668MiB
1,D-oboje,obremenitev,2,cadvisor,6.72,44.32MiB
1,D-oboje,obremenitev,2,grafana,1.00,53.25MiB
1,D-oboje,obremenitev,2,elasticsearch,13.22,1.976GiB
1,D-oboje,obremenitev,2,kibana,17.83,652.9MiB
1,D-oboje,obremenitev,2,logstash,38.48,748.2MiB
1,D-oboje,obremenitev,2,alertmanager,0.67,21.1MiB
1,D-oboje,obremenitev,3,prometheus,0.20,51.44MiB
1,D-oboje,obremenitev,3,node-exporter,0.00,8.668MiB
1,D-oboje,obremenitev,3,cadvisor,4.58,44.33MiB
1,D-oboje,obremenitev,3,grafana,0.40,52.99MiB
1,D-oboje,obremenitev,3,elasticsearch,9.56,1.976GiB
1,D-oboje,obremenitev,3,kibana,13.40,652.9MiB
1,D-oboje,obremenitev,3,logstash,31.10,748.7MiB
1,D-oboje,obremenitev,3,alertmanager,0.36,21.1MiB
1,D-oboje,obremenitev,4,prometheus,0.18,51.45MiB
1,D-oboje,obremenitev,4,node-exporter,0.00,8.848MiB
1,D-oboje,obremenitev,4,cadvisor,4.74,45.21MiB
1,D-oboje,obremenitev,4,grafana,9.16,52.99MiB
1,D-oboje,obremenitev,4,elasticsearch,9.69,1.976GiB
1,D-oboje,obremenitev,4,kibana,13.97,652.9MiB
1,D-oboje,obremenitev,4,logstash,25.05,750.8MiB
1,D-oboje,obremenitev,4,alertmanager,0.43,21.1MiB
1,D-oboje,obremenitev,5,prometheus,1.01,51.44MiB
1,D-oboje,obremenitev,5,node-exporter,0.00,8.848MiB
1,D-oboje,obremenitev,5,cadvisor,4.84,45.09MiB
1,D-oboje,obremenitev,5,grafana,0.09,52.99MiB
1,D-oboje,obremenitev,5,elasticsearch,14.61,1.976GiB
1,D-oboje,obremenitev,5,kibana,18.07,652.9MiB
1,D-oboje,obremenitev,5,logstash,34.97,750.9MiB
1,D-oboje,obremenitev,5,alertmanager,0.34,21.1MiB
1,D-oboje,obremenitev,6,prometheus,2.65,51.46MiB
1,D-oboje,obremenitev,6,node-exporter,0.00,8.848MiB
1,D-oboje,obremenitev,6,cadvisor,7.52,45.74MiB
1,D-oboje,obremenitev,6,grafana,0.15,52.99MiB
1,D-oboje,obremenitev,6,elasticsearch,6.87,1.976GiB
1,D-oboje,obremenitev,6,kibana,12.56,652.9MiB
1,D-oboje,obremenitev,6,logstash,23.12,766.3MiB
1,D-oboje,obremenitev,6,alertmanager,0.26,21.1MiB
1,D-oboje,obremenitev,7,prometheus,0.00,51.44MiB
1,D-oboje,obremenitev,7,node-exporter,0.00,8.988MiB
1,D-oboje,obremenitev,7,cadvisor,4.46,45.79MiB
1,D-oboje,obremenitev,7,grafana,0.14,52.99MiB
1,D-oboje,obremenitev,7,elasticsearch,8.93,1.976GiB
1,D-oboje,obremenitev,7,kibana,12.16,652.9MiB
1,D-oboje,obremenitev,7,logstash,22.40,766.3MiB
1,D-oboje,obremenitev,7,alertmanager,1.39,21.1MiB
1,D-oboje,obremenitev,8,prometheus,0.00,51.44MiB
1,D-oboje,obremenitev,8,node-exporter,0.00,8.988MiB
1,D-oboje,obremenitev,8,cadvisor,3.35,45.79MiB
1,D-oboje,obremenitev,8,grafana,0.19,52.99MiB
1,D-oboje,obremenitev,8,elasticsearch,9.48,1.976GiB
1,D-oboje,obremenitev,8,kibana,11.59,652.9MiB
1,D-oboje,obremenitev,8,logstash,24.16,766.4MiB
1,D-oboje,obremenitev,8,alertmanager,0.32,21.1MiB
1,D-oboje,obremenitev,9,prometheus,0.04,51.45MiB
1,D-oboje,obremenitev,9,node-exporter,0.00,8.988MiB
1,D-oboje,obremenitev,9,cadvisor,4.09,45.79MiB
1,D-oboje,obremenitev,9,grafana,0.37,52.99MiB
1,D-oboje,obremenitev,9,elasticsearch,10.47,1.976GiB
1,D-oboje,obremenitev,9,kibana,15.29,652.9MiB
1,D-oboje,obremenitev,9,logstash,34.06,766.4MiB
1,D-oboje,obremenitev,9,alertmanager,0.22,21.1MiB
1,D-oboje,obremenitev,10,prometheus,0.10,51.45MiB
1,D-oboje,obremenitev,10,node-exporter,0.00,9.133MiB
1,D-oboje,obremenitev,10,cadvisor,12.52,43.42MiB
1,D-oboje,obremenitev,10,grafana,0.13,53MiB
1,D-oboje,obremenitev,10,elasticsearch,40.91,1.976GiB
1,D-oboje,obremenitev,10,kibana,16.90,652.9MiB
1,D-oboje,obremenitev,10,logstash,48.85,766.5MiB
1,D-oboje,obremenitev,10,alertmanager,0.45,21.1MiB
1,E-paketno,mirovanje,1,prometheus,0.00,53MiB
1,E-paketno,mirovanje,1,node-exporter,0.00,8.625MiB
1,E-paketno,mirovanje,1,cadvisor,3.89,44.83MiB
1,E-paketno,mirovanje,1,grafana,0.10,53.25MiB
1,E-paketno,mirovanje,1,elasticsearch,2.70,1.976GiB
1,E-paketno,mirovanje,1,kibana,10.44,633.5MiB
1,E-paketno,mirovanje,1,logstash,12.74,792.3MiB
1,E-paketno,mirovanje,1,alertmanager,0.49,21.25MiB
1,E-paketno,mirovanje,2,prometheus,8.97,53.57MiB
1,E-paketno,mirovanje,2,node-exporter,0.00,8.625MiB
1,E-paketno,mirovanje,2,cadvisor,5.32,44.83MiB
1,E-paketno,mirovanje,2,grafana,0.09,53.25MiB
1,E-paketno,mirovanje,2,elasticsearch,2.41,1.976GiB
1,E-paketno,mirovanje,2,kibana,13.37,633.5MiB
1,E-paketno,mirovanje,2,logstash,18.26,792.4MiB
1,E-paketno,mirovanje,2,alertmanager,0.29,21.25MiB
1,E-paketno,mirovanje,3,prometheus,0.00,53.57MiB
1,E-paketno,mirovanje,3,node-exporter,0.00,8.629MiB
1,E-paketno,mirovanje,3,cadvisor,3.22,44.84MiB
1,E-paketno,mirovanje,3,grafana,0.13,53.25MiB
1,E-paketno,mirovanje,3,elasticsearch,3.90,1.976GiB
1,E-paketno,mirovanje,3,kibana,9.42,633.5MiB
1,E-paketno,mirovanje,3,logstash,8.78,792.5MiB
1,E-paketno,mirovanje,3,alertmanager,0.65,21.25MiB
1,E-paketno,mirovanje,4,prometheus,0.00,53.58MiB
1,E-paketno,mirovanje,4,node-exporter,0.00,8.629MiB
1,E-paketno,mirovanje,4,cadvisor,3.78,44.84MiB
1,E-paketno,mirovanje,4,grafana,0.29,53.25MiB
1,E-paketno,mirovanje,4,elasticsearch,3.26,1.976GiB
1,E-paketno,mirovanje,4,kibana,8.70,633.8MiB
1,E-paketno,mirovanje,4,logstash,7.45,792.8MiB
1,E-paketno,mirovanje,4,alertmanager,0.38,21.25MiB
1,E-paketno,mirovanje,5,prometheus,1.64,53.61MiB
1,E-paketno,mirovanje,5,node-exporter,0.00,8.629MiB
1,E-paketno,mirovanje,5,cadvisor,3.43,44.84MiB
1,E-paketno,mirovanje,5,grafana,0.05,53.25MiB
1,E-paketno,mirovanje,5,elasticsearch,1.72,1.976GiB
1,E-paketno,mirovanje,5,kibana,7.49,636.5MiB
1,E-paketno,mirovanje,5,logstash,2.26,792.7MiB
1,E-paketno,mirovanje,5,alertmanager,0.16,21.25MiB
1,E-paketno,mirovanje,6,prometheus,0.00,53.59MiB
1,E-paketno,mirovanje,6,node-exporter,0.00,8.785MiB
1,E-paketno,mirovanje,6,cadvisor,7.04,44.84MiB
1,E-paketno,mirovanje,6,grafana,0.07,53.25MiB
1,E-paketno,mirovanje,6,elasticsearch,1.72,1.976GiB
1,E-paketno,mirovanje,6,kibana,8.54,639.9MiB
1,E-paketno,mirovanje,6,logstash,1.54,793MiB
1,E-paketno,mirovanje,6,alertmanager,0.78,21.25MiB
1,E-paketno,mirovanje,7,prometheus,0.23,53.59MiB
1,E-paketno,mirovanje,7,node-exporter,0.00,8.785MiB
1,E-paketno,mirovanje,7,cadvisor,2.10,44.84MiB
1,E-paketno,mirovanje,7,grafana,0.50,53.26MiB
1,E-paketno,mirovanje,7,elasticsearch,2.19,1.976GiB
1,E-paketno,mirovanje,7,kibana,10.85,640.1MiB
1,E-paketno,mirovanje,7,logstash,2.00,793.2MiB
1,E-paketno,mirovanje,7,alertmanager,0.58,21.25MiB
1,E-paketno,mirovanje,8,prometheus,0.74,53.6MiB
1,E-paketno,mirovanje,8,node-exporter,4.80,8.918MiB
1,E-paketno,mirovanje,8,cadvisor,4.53,44.9MiB
1,E-paketno,mirovanje,8,grafana,0.37,53.26MiB
1,E-paketno,mirovanje,8,elasticsearch,2.69,1.976GiB
1,E-paketno,mirovanje,8,kibana,11.12,640.2MiB
1,E-paketno,mirovanje,8,logstash,4.17,793.4MiB
1,E-paketno,mirovanje,8,alertmanager,0.69,21.26MiB
1,E-paketno,mirovanje,9,prometheus,0.03,53.59MiB
1,E-paketno,mirovanje,9,node-exporter,0.00,8.918MiB
1,E-paketno,mirovanje,9,cadvisor,4.52,45.03MiB
1,E-paketno,mirovanje,9,grafana,0.16,53.26MiB
1,E-paketno,mirovanje,9,elasticsearch,3.16,1.976GiB
1,E-paketno,mirovanje,9,kibana,8.35,640.2MiB
1,E-paketno,mirovanje,9,logstash,2.29,793.5MiB
1,E-paketno,mirovanje,9,alertmanager,0.50,21.25MiB
1,E-paketno,mirovanje,10,prometheus,0.17,53.59MiB
1,E-paketno,mirovanje,10,node-exporter,0.00,8.918MiB
1,E-paketno,mirovanje,10,cadvisor,4.09,44.91MiB
1,E-paketno,mirovanje,10,grafana,0.17,53.26MiB
1,E-paketno,mirovanje,10,elasticsearch,1.51,1.976GiB
1,E-paketno,mirovanje,10,kibana,7.14,640.3MiB
1,E-paketno,mirovanje,10,logstash,1.87,793.6MiB
1,E-paketno,mirovanje,10,alertmanager,0.13,18.82MiB
1,E-paketno,obremenitev,1,prometheus,0.60,53.68MiB
1,E-paketno,obremenitev,1,node-exporter,0.00,8.938MiB
1,E-paketno,obremenitev,1,cadvisor,3.90,46.13MiB
1,E-paketno,obremenitev,1,grafana,0.24,53.26MiB
1,E-paketno,obremenitev,1,elasticsearch,3.08,1.976GiB
1,E-paketno,obremenitev,1,kibana,9.96,653.4MiB
1,E-paketno,obremenitev,1,logstash,5.82,794.9MiB
1,E-paketno,obremenitev,1,alertmanager,0.47,20.82MiB
1,E-paketno,obremenitev,2,prometheus,0.00,53.68MiB
1,E-paketno,obremenitev,2,node-exporter,0.00,8.938MiB
1,E-paketno,obremenitev,2,cadvisor,3.51,46.27MiB
1,E-paketno,obremenitev,2,grafana,0.14,53.26MiB
1,E-paketno,obremenitev,2,elasticsearch,1.52,1.976GiB
1,E-paketno,obremenitev,2,kibana,9.68,653.4MiB
1,E-paketno,obremenitev,2,logstash,13.33,794.9MiB
1,E-paketno,obremenitev,2,alertmanager,0.36,20.89MiB
1,E-paketno,obremenitev,3,prometheus,0.00,53.68MiB
1,E-paketno,obremenitev,3,node-exporter,0.00,8.938MiB
1,E-paketno,obremenitev,3,cadvisor,2.33,46.14MiB
1,E-paketno,obremenitev,3,grafana,0.03,53.26MiB
1,E-paketno,obremenitev,3,elasticsearch,1.19,1.976GiB
1,E-paketno,obremenitev,3,kibana,6.53,653.5MiB
1,E-paketno,obremenitev,3,logstash,10.32,794.9MiB
1,E-paketno,obremenitev,3,alertmanager,0.23,20.89MiB
1,E-paketno,obremenitev,4,prometheus,0.00,53.68MiB
1,E-paketno,obremenitev,4,node-exporter,3.26,8.941MiB
1,E-paketno,obremenitev,4,cadvisor,2.70,47.04MiB
1,E-paketno,obremenitev,4,grafana,0.08,53.26MiB
1,E-paketno,obremenitev,4,elasticsearch,1.15,1.976GiB
1,E-paketno,obremenitev,4,kibana,9.83,653.5MiB
1,E-paketno,obremenitev,4,logstash,12.79,794.9MiB
1,E-paketno,obremenitev,4,alertmanager,0.56,20.89MiB
1,E-paketno,obremenitev,5,prometheus,0.56,53.68MiB
1,E-paketno,obremenitev,5,node-exporter,0.00,8.941MiB
1,E-paketno,obremenitev,5,cadvisor,2.03,47.04MiB
1,E-paketno,obremenitev,5,grafana,0.16,53.26MiB
1,E-paketno,obremenitev,5,elasticsearch,2.02,1.976GiB
1,E-paketno,obremenitev,5,kibana,6.78,653.5MiB
1,E-paketno,obremenitev,5,logstash,5.85,796.9MiB
1,E-paketno,obremenitev,5,alertmanager,0.18,20.89MiB
1,E-paketno,obremenitev,6,prometheus,0.06,53.68MiB
1,E-paketno,obremenitev,6,node-exporter,0.00,8.941MiB
1,E-paketno,obremenitev,6,cadvisor,3.20,47.04MiB
1,E-paketno,obremenitev,6,grafana,0.02,53.26MiB
1,E-paketno,obremenitev,6,elasticsearch,1.00,1.976GiB
1,E-paketno,obremenitev,6,kibana,6.14,653.5MiB
1,E-paketno,obremenitev,6,logstash,7.35,796.9MiB
1,E-paketno,obremenitev,6,alertmanager,0.17,20.89MiB
1,E-paketno,obremenitev,7,prometheus,0.28,53.68MiB
1,E-paketno,obremenitev,7,node-exporter,0.00,8.941MiB
1,E-paketno,obremenitev,7,cadvisor,1.94,46.11MiB
1,E-paketno,obremenitev,7,grafana,0.04,53.26MiB
1,E-paketno,obremenitev,7,elasticsearch,1.09,1.976GiB
1,E-paketno,obremenitev,7,kibana,6.04,653.5MiB
1,E-paketno,obremenitev,7,logstash,7.07,796.8MiB
1,E-paketno,obremenitev,7,alertmanager,0.48,20.9MiB
1,E-paketno,obremenitev,8,prometheus,0.18,53.68MiB
1,E-paketno,obremenitev,8,node-exporter,0.00,8.941MiB
1,E-paketno,obremenitev,8,cadvisor,0.67,45.99MiB
1,E-paketno,obremenitev,8,grafana,0.54,53.3MiB
1,E-paketno,obremenitev,8,elasticsearch,2.91,1.976GiB
1,E-paketno,obremenitev,8,kibana,6.71,653.5MiB
1,E-paketno,obremenitev,8,logstash,5.77,801.1MiB
1,E-paketno,obremenitev,8,alertmanager,0.16,20.9MiB
1,E-paketno,obremenitev,9,prometheus,1.69,53.68MiB
1,E-paketno,obremenitev,9,node-exporter,0.00,8.941MiB
1,E-paketno,obremenitev,9,cadvisor,11.52,46.62MiB
1,E-paketno,obremenitev,9,grafana,0.18,53.28MiB
1,E-paketno,obremenitev,9,elasticsearch,39.34,1.976GiB
1,E-paketno,obremenitev,9,kibana,17.75,653.5MiB
1,E-paketno,obremenitev,9,logstash,13.43,801.1MiB
1,E-paketno,obremenitev,9,alertmanager,0.22,20.9MiB
1,E-paketno,obremenitev,10,prometheus,0.03,53.7MiB
1,E-paketno,obremenitev,10,node-exporter,0.00,8.762MiB
1,E-paketno,obremenitev,10,cadvisor,3.14,46.62MiB
1,E-paketno,obremenitev,10,grafana,0.04,53.28MiB
1,E-paketno,obremenitev,10,elasticsearch,2.26,1.976GiB
1,E-paketno,obremenitev,10,kibana,6.18,653.5MiB
1,E-paketno,obremenitev,10,logstash,4.30,801.1MiB
1,E-paketno,obremenitev,10,alertmanager,0.50,20.91MiB
2,A-izhodisce,mirovanje,1,prometheus,0.03,53.32MiB
2,A-izhodisce,mirovanje,1,node-exporter,0.00,8.992MiB
2,A-izhodisce,mirovanje,1,cadvisor,3.64,45.27MiB
2,A-izhodisce,mirovanje,1,grafana,0.12,53.29MiB
2,A-izhodisce,mirovanje,1,elasticsearch,4.00,1.976GiB
2,A-izhodisce,mirovanje,1,kibana,5.37,657.6MiB
2,A-izhodisce,mirovanje,1,logstash,1.63,666.6MiB
2,A-izhodisce,mirovanje,1,alertmanager,0.15,21.72MiB
2,A-izhodisce,mirovanje,2,prometheus,0.12,53.32MiB
2,A-izhodisce,mirovanje,2,node-exporter,0.00,8.992MiB
2,A-izhodisce,mirovanje,2,cadvisor,1.58,45.37MiB
2,A-izhodisce,mirovanje,2,grafana,0.05,53.29MiB
2,A-izhodisce,mirovanje,2,elasticsearch,1.07,1.976GiB
2,A-izhodisce,mirovanje,2,kibana,2.87,657.6MiB
2,A-izhodisce,mirovanje,2,logstash,2.52,668.7MiB
2,A-izhodisce,mirovanje,2,alertmanager,0.09,21.72MiB
2,A-izhodisce,mirovanje,3,prometheus,1.12,53.32MiB
2,A-izhodisce,mirovanje,3,node-exporter,1.10,9.145MiB
2,A-izhodisce,mirovanje,3,cadvisor,1.99,45.37MiB
2,A-izhodisce,mirovanje,3,grafana,0.04,53.29MiB
2,A-izhodisce,mirovanje,3,elasticsearch,1.10,1.976GiB
2,A-izhodisce,mirovanje,3,kibana,3.42,657.6MiB
2,A-izhodisce,mirovanje,3,logstash,3.98,668.8MiB
2,A-izhodisce,mirovanje,3,alertmanager,0.12,21.72MiB
