krog,varianta,faza,vzorec,komponenta,cpu_raw,mem_raw
2,C-samo-filter,obremenitev,4,elasticsearch,6.53,1.973GiB
2,C-samo-filter,obremenitev,4,kibana,7.67,660MiB
2,C-samo-filter,obremenitev,4,logstash,42.56,830.9MiB
2,C-samo-filter,obremenitev,4,alertmanager,1.84,21.58MiB
2,C-samo-filter,obremenitev,5,prometheus,0.97,55.87MiB
2,C-samo-filter,obremenitev,5,node-exporter,0.00,8.871MiB
2,C-samo-filter,obremenitev,5,cadvisor,3.67,46.37MiB
2,C-samo-filter,obremenitev,5,grafana,1.18,53.33MiB
2,C-samo-filter,obremenitev,5,elasticsearch,11.61,1.973GiB
2,C-samo-filter,obremenitev,5,kibana,13.30,660MiB
2,C-samo-filter,obremenitev,5,logstash,60.17,830.8MiB
2,C-samo-filter,obremenitev,5,alertmanager,0.44,21.58MiB
2,C-samo-filter,obremenitev,6,prometheus,0.86,55.87MiB
2,C-samo-filter,obremenitev,6,node-exporter,0.00,8.871MiB
2,C-samo-filter,obremenitev,6,cadvisor,11.32,44.38MiB
2,C-samo-filter,obremenitev,6,grafana,0.08,53.33MiB
2,C-samo-filter,obremenitev,6,elasticsearch,7.82,1.973GiB
2,C-samo-filter,obremenitev,6,kibana,8.80,660MiB
2,C-samo-filter,obremenitev,6,logstash,19.68,830.7MiB
2,C-samo-filter,obremenitev,6,alertmanager,0.64,21.58MiB
2,C-samo-filter,obremenitev,7,prometheus,0.14,55.87MiB
2,C-samo-filter,obremenitev,7,node-exporter,0.00,8.914MiB
2,C-samo-filter,obremenitev,7,cadvisor,2.83,44.37MiB
2,C-samo-filter,obremenitev,7,grafana,0.47,53.33MiB
2,C-samo-filter,obremenitev,7,elasticsearch,10.44,1.973GiB
2,C-samo-filter,obremenitev,7,kibana,10.67,660MiB
2,C-samo-filter,obremenitev,7,logstash,23.84,830.7MiB
2,C-samo-filter,obremenitev,7,alertmanager,0.37,21.58MiB
2,C-samo-filter,obremenitev,8,prometheus,0.08,55.87MiB
2,C-samo-filter,obremenitev,8,node-exporter,0.00,8.914MiB
2,C-samo-filter,obremenitev,8,cadvisor,2.38,44.38MiB
2,C-samo-filter,obremenitev,8,grafana,0.10,53.33MiB
2,C-samo-filter,obremenitev,8,elasticsearch,45.72,1.973GiB
2,C-samo-filter,obremenitev,8,kibana,7.73,660MiB
2,C-samo-filter,obremenitev,8,logstash,25.33,830.9MiB
2,C-samo-filter,obremenitev,8,alertmanager,0.24,21.58MiB
2,C-samo-filter,obremenitev,9,prometheus,1.22,55.87MiB
2,C-samo-filter,obremenitev,9,node-exporter,0.00,8.914MiB
2,C-samo-filter,obremenitev,9,cadvisor,8.25,44.69MiB
2,C-samo-filter,obremenitev,9,grafana,0.03,53.33MiB
2,C-samo-filter,obremenitev,9,elasticsearch,6.13,1.973GiB
2,C-samo-filter,obremenitev,9,kibana,5.36,660MiB
2,C-samo-filter,obremenitev,9,logstash,11.35,830.9MiB
2,C-samo-filter,obremenitev,9,alertmanager,0.19,19.77MiB
2,C-samo-filter,obremenitev,10,prometheus,0.08,55.87MiB
2,C-samo-filter,obremenitev,10,node-exporter,0.00,9.098MiB
2,C-samo-filter,obremenitev,10,cadvisor,2.54,44.69MiB
2,C-samo-filter,obremenitev,10,grafana,0.08,53.33MiB
2,C-samo-filter,obremenitev,10,elasticsearch,5.06,1.973GiB
2,C-samo-filter,obremenitev,10,kibana,5.02,660MiB
2,C-samo-filter,obremenitev,10,logstash,12.45,831MiB
2,C-samo-filter,obremenitev,10,alertmanager,0.42,19.77MiB
2,D-oboje,mirovanje,1,prometheus,0.25,52.66MiB
2,D-oboje,mirovanje,1,node-exporter,0.00,9.078MiB
2,D-oboje,mirovanje,1,cadvisor,2.58,45.72MiB
2,D-oboje,mirovanje,1,grafana,0.21,53.34MiB
2,D-oboje,mirovanje,1,elasticsearch,1.20,1.973GiB
2,D-oboje,mirovanje,1,kibana,5.63,660.1MiB
2,D-oboje,mirovanje,1,logstash,9.94,695MiB
2,D-oboje,mirovanje,1,alertmanager,0.18,19.71MiB
2,D-oboje,mirovanje,2,prometheus,0.00,52.66MiB
2,D-oboje,mirovanje,2,node-exporter,0.00,9.078MiB
2,D-oboje,mirovanje,2,cadvisor,1.68,45.72MiB
2,D-oboje,mirovanje,2,grafana,0.36,53.34MiB
2,D-oboje,mirovanje,2,elasticsearch,3.29,1.973GiB
2,D-oboje,mirovanje,2,kibana,5.46,660.1MiB
2,D-oboje,mirovanje,2,logstash,5.00,695.1MiB
2,D-oboje,mirovanje,2,alertmanager,0.28,19.71MiB
2,D-oboje,mirovanje,3,prometheus,0.00,52.67MiB
2,D-oboje,mirovanje,3,node-exporter,0.00,9.078MiB
2,D-oboje,mirovanje,3,cadvisor,1.86,45.72MiB
2,D-oboje,mirovanje,3,grafana,0.10,53.34MiB
2,D-oboje,mirovanje,3,elasticsearch,1.49,1.973GiB
2,D-oboje,mirovanje,3,kibana,4.43,660.1MiB
2,D-oboje,mirovanje,3,logstash,4.58,695.2MiB
2,D-oboje,mirovanje,3,alertmanager,0.15,19.71MiB
2,D-oboje,mirovanje,4,prometheus,0.41,53.38MiB
2,D-oboje,mirovanje,4,node-exporter,2.20,9.105MiB
2,D-oboje,mirovanje,4,cadvisor,4.82,44.53MiB
2,D-oboje,mirovanje,4,grafana,0.07,53.34MiB
2,D-oboje,mirovanje,4,elasticsearch,0.90,1.973GiB
2,D-oboje,mirovanje,4,kibana,4.21,660.1MiB
2,D-oboje,mirovanje,4,logstash,6.16,695.3MiB
2,D-oboje,mirovanje,4,alertmanager,0.95,19.71MiB
2,D-oboje,mirovanje,5,prometheus,0.66,53.38MiB
2,D-oboje,mirovanje,5,node-exporter,0.00,9.105MiB
2,D-oboje,mirovanje,5,cadvisor,0.91,44.53MiB
2,D-oboje,mirovanje,5,grafana,0.12,53.34MiB
2,D-oboje,mirovanje,5,elasticsearch,4.09,1.973GiB
2,D-oboje,mirovanje,5,kibana,4.35,660.1MiB
2,D-oboje,mirovanje,5,logstash,14.66,695.7MiB
2,D-oboje,mirovanje,5,alertmanager,0.23,19.71MiB
2,D-oboje,mirovanje,6,prometheus,0.00,53.38MiB
2,D-oboje,mirovanje,6,node-exporter,0.00,9.105MiB
2,D-oboje,mirovanje,6,cadvisor,1.22,44.66MiB
2,D-oboje,mirovanje,6,grafana,0.25,53.34MiB
2,D-oboje,mirovanje,6,elasticsearch,1.53,1.973GiB
2,D-oboje,mirovanje,6,kibana,4.84,660.1MiB
2,D-oboje,mirovanje,6,logstash,8.12,695.8MiB
2,D-oboje,mirovanje,6,alertmanager,0.24,19.4MiB
2,D-oboje,mirovanje,7,prometheus,0.27,53.78MiB
2,D-oboje,mirovanje,7,node-exporter,0.00,9.234MiB
2,D-oboje,mirovanje,7,cadvisor,1.66,42.53MiB
2,D-oboje,mirovanje,7,grafana,0.02,53.34MiB
2,D-oboje,mirovanje,7,elasticsearch,1.28,1.973GiB
2,D-oboje,mirovanje,7,kibana,4.10,660.1MiB
2,D-oboje,mirovanje,7,logstash,7.41,696MiB
2,D-oboje,mirovanje,7,alertmanager,0.43,19.4MiB
2,D-oboje,mirovanje,8,prometheus,0.00,53.78MiB
2,D-oboje,mirovanje,8,node-exporter,0.00,9.234MiB
2,D-oboje,mirovanje,8,cadvisor,1.82,42.64MiB
2,D-oboje,mirovanje,8,grafana,0.20,53.34MiB
2,D-oboje,mirovanje,8,elasticsearch,3.03,1.973GiB
2,D-oboje,mirovanje,8,kibana,3.95,660.1MiB
2,D-oboje,mirovanje,8,logstash,8.46,696.3MiB
2,D-oboje,mirovanje,8,alertmanager,0.24,19.4MiB
2,D-oboje,mirovanje,9,prometheus,0.00,53.78MiB
2,D-oboje,mirovanje,9,node-exporter,0.00,9.234MiB
2,D-oboje,mirovanje,9,cadvisor,2.07,42.52MiB
2,D-oboje,mirovanje,9,grafana,0.04,53.34MiB
2,D-oboje,mirovanje,9,elasticsearch,7.87,1.973GiB
2,D-oboje,mirovanje,9,kibana,10.77,660.2MiB
2,D-oboje,mirovanje,9,logstash,3.59,696.3MiB
2,D-oboje,mirovanje,9,alertmanager,0.16,19.4MiB
2,D-oboje,mirovanje,10,prometheus,0.00,53.77MiB
2,D-oboje,mirovanje,10,node-exporter,0.00,8.938MiB
2,D-oboje,mirovanje,10,cadvisor,1.20,42.53MiB
2,D-oboje,mirovanje,10,grafana,0.12,53.34MiB
2,D-oboje,mirovanje,10,elasticsearch,0.81,1.973GiB
2,D-oboje,mirovanje,10,kibana,3.21,660.2MiB
2,D-oboje,mirovanje,10,logstash,3.47,696.5MiB
2,D-oboje,mirovanje,10,alertmanager,0.31,19.4MiB
2,D-oboje,obremenitev,1,prometheus,0.07,55.19MiB
2,D-oboje,obremenitev,1,node-exporter,0.00,8.926MiB
2,D-oboje,obremenitev,1,cadvisor,2.16,43.25MiB
2,D-oboje,obremenitev,1,grafana,0.04,53.34MiB
2,D-oboje,obremenitev,1,elasticsearch,4.25,1.973GiB
2,D-oboje,obremenitev,1,kibana,5.94,660.2MiB
2,D-oboje,obremenitev,1,logstash,17.16,814.7MiB
2,D-oboje,obremenitev,1,alertmanager,0.16,20.73MiB
2,D-oboje,obremenitev,2,prometheus,1.24,55.19MiB
2,D-oboje,obremenitev,2,node-exporter,0.00,8.926MiB
2,D-oboje,obremenitev,2,cadvisor,4.71,43.31MiB
2,D-oboje,obremenitev,2,grafana,0.11,53.34MiB
2,D-oboje,obremenitev,2,elasticsearch,4.81,1.973GiB
2,D-oboje,obremenitev,2,kibana,5.72,660.2MiB
2,D-oboje,obremenitev,2,logstash,12.81,815MiB
2,D-oboje,obremenitev,2,alertmanager,0.16,20.73MiB
2,D-oboje,obremenitev,3,prometheus,0.31,55.2MiB
2,D-oboje,obremenitev,3,node-exporter,0.00,9.211MiB
2,D-oboje,obremenitev,3,cadvisor,2.54,43.32MiB
2,D-oboje,obremenitev,3,grafana,0.03,53.34MiB
2,D-oboje,obremenitev,3,elasticsearch,4.78,1.973GiB
2,D-oboje,obremenitev,3,kibana,5.86,660.2MiB
2,D-oboje,obremenitev,3,logstash,15.01,815.4MiB
2,D-oboje,obremenitev,3,alertmanager,0.52,20.73MiB
2,D-oboje,obremenitev,4,prometheus,0.10,55.2MiB
2,D-oboje,obremenitev,4,node-exporter,0.00,9.211MiB
2,D-oboje,obremenitev,4,cadvisor,2.49,43.38MiB
2,D-oboje,obremenitev,4,grafana,0.54,53.34MiB
2,D-oboje,obremenitev,4,elasticsearch,4.12,1.973GiB
2,D-oboje,obremenitev,4,kibana,5.34,660.2MiB
2,D-oboje,obremenitev,4,logstash,13.11,815.6MiB
2,D-oboje,obremenitev,4,alertmanager,0.14,20.73MiB
2,D-oboje,obremenitev,5,prometheus,0.99,55.21MiB
2,D-oboje,obremenitev,5,node-exporter,0.00,9.211MiB
2,D-oboje,obremenitev,5,cadvisor,8.29,43.45MiB
2,D-oboje,obremenitev,5,grafana,0.06,53.34MiB
2,D-oboje,obremenitev,5,elasticsearch,5.84,1.973GiB
2,D-oboje,obremenitev,5,kibana,8.66,660.2MiB
2,D-oboje,obremenitev,5,logstash,15.59,815.7MiB
2,D-oboje,obremenitev,5,alertmanager,0.25,20.73MiB
2,D-oboje,obremenitev,6,prometheus,0.02,55.2MiB
2,D-oboje,obremenitev,6,node-exporter,0.00,9.266MiB
2,D-oboje,obremenitev,6,cadvisor,1.89,43.49MiB
2,D-oboje,obremenitev,6,grafana,0.03,53.34MiB
2,D-oboje,obremenitev,6,elasticsearch,4.63,1.973GiB
2,D-oboje,obremenitev,6,kibana,5.76,660.2MiB
2,D-oboje,obremenitev,6,logstash,9.53,815.6MiB
2,D-oboje,obremenitev,6,alertmanager,0.33,21.37MiB
2,D-oboje,obremenitev,7,prometheus,0.13,55.2MiB
2,D-oboje,obremenitev,7,node-exporter,0.00,9.266MiB
2,D-oboje,obremenitev,7,cadvisor,3.55,43.48MiB
2,D-oboje,obremenitev,7,grafana,0.03,53.34MiB
2,D-oboje,obremenitev,7,elasticsearch,5.49,1.973GiB
2,D-oboje,obremenitev,7,kibana,10.37,660.2MiB
2,D-oboje,obremenitev,7,logstash,13.35,815.7MiB
2,D-oboje,obremenitev,7,alertmanager,0.10,21.37MiB
2,D-oboje,obremenitev,8,prometheus,1.85,55.22MiB
2,D-oboje,obremenitev,8,node-exporter,0.00,9.266MiB
2,D-oboje,obremenitev,8,cadvisor,5.07,43.55MiB
2,D-oboje,obremenitev,8,grafana,0.10,53.34MiB
2,D-oboje,obremenitev,8,elasticsearch,6.19,1.973GiB
2,D-oboje,obremenitev,8,kibana,6.85,660.2MiB
2,D-oboje,obremenitev,8,logstash,15.91,815.7MiB
2,D-oboje,obremenitev,8,alertmanager,0.19,21.37MiB
2,D-oboje,obremenitev,9,prometheus,0.00,55.2MiB
2,D-oboje,obremenitev,9,node-exporter,0.00,9.219MiB
2,D-oboje,obremenitev,9,cadvisor,2.54,44.09MiB
2,D-oboje,obremenitev,9,grafana,0.05,53.34MiB
2,D-oboje,obremenitev,9,elasticsearch,6.83,1.973GiB
2,D-oboje,obremenitev,9,kibana,5.83,660.2MiB
2,D-oboje,obremenitev,9,logstash,18.64,815.8MiB
2,D-oboje,obremenitev,9,alertmanager,0.55,21.37MiB
2,D-oboje,obremenitev,10,prometheus,0.00,55.2MiB
2,D-oboje,obremenitev,10,node-exporter,0.00,9.219MiB
2,D-oboje,obremenitev,10,cadvisor,4.35,44.09MiB
2,D-oboje,obremenitev,10,grafana,0.05,53.34MiB
2,D-oboje,obremenitev,10,elasticsearch,8.50,1.973GiB
2,D-oboje,obremenitev,10,kibana,10.87,660.2MiB
2,D-oboje,obremenitev,10,logstash,17.21,815.9MiB
2,D-oboje,obremenitev,10,alertmanager,0.24,21.37MiB
2,E-paketno,mirovanje,1,prometheus,0.10,53.03MiB
2,E-paketno,mirovanje,1,node-exporter,0.00,9.031MiB
2,E-paketno,mirovanje,1,cadvisor,2.69,46.11MiB
2,E-paketno,mirovanje,1,grafana,0.03,53.37MiB
2,E-paketno,mirovanje,1,elasticsearch,1.89,1.973GiB
2,E-paketno,mirovanje,1,kibana,4.94,660.2MiB
2,E-paketno,mirovanje,1,logstash,1.04,685.2MiB
2,E-paketno,mirovanje,1,alertmanager,0.55,20.77MiB
2,E-paketno,mirovanje,2,prometheus,0.00,53.03MiB
2,E-paketno,mirovanje,2,node-exporter,0.00,9.031MiB
2,E-paketno,mirovanje,2,cadvisor,2.87,46.09MiB
2,E-paketno,mirovanje,2,grafana,0.65,53.36MiB
2,E-paketno,mirovanje,2,elasticsearch,2.01,1.973GiB
2,E-paketno,mirovanje,2,kibana,6.17,660.2MiB
2,E-paketno,mirovanje,2,logstash,2.44,685.4MiB
2,E-paketno,mirovanje,2,alertmanager,0.22,20.77MiB
2,E-paketno,mirovanje,3,prometheus,1.24,53.29MiB
2,E-paketno,mirovanje,3,node-exporter,0.00,9.031MiB
2,E-paketno,mirovanje,3,cadvisor,2.43,46.1MiB
2,E-paketno,mirovanje,3,grafana,0.03,53.36MiB
2,E-paketno,mirovanje,3,elasticsearch,1.40,1.973GiB
2,E-paketno,mirovanje,3,kibana,5.98,660.2MiB
2,E-paketno,mirovanje,3,logstash,1.61,685.4MiB
2,E-paketno,mirovanje,3,alertmanager,0.20,20.77MiB
2,E-paketno,mirovanje,4,prometheus,0.00,53.19MiB
2,E-paketno,mirovanje,4,node-exporter,0.00,9.18MiB
2,E-paketno,mirovanje,4,cadvisor,2.79,46.22MiB
2,E-paketno,mirovanje,4,grafana,0.03,53.36MiB
2,E-paketno,mirovanje,4,elasticsearch,1.93,1.973GiB
2,E-paketno,mirovanje,4,kibana,4.71,660.2MiB
2,E-paketno,mirovanje,4,logstash,2.82,685.5MiB
2,E-paketno,mirovanje,4,alertmanager,0.47,20.77MiB
2,E-paketno,mirovanje,5,prometheus,0.00,53.18MiB
2,E-paketno,mirovanje,5,node-exporter,0.00,9.18MiB
2,E-paketno,mirovanje,5,cadvisor,2.47,46.1MiB
2,E-paketno,mirovanje,5,grafana,0.20,53.36MiB
2,E-paketno,mirovanje,5,elasticsearch,2.50,1.973GiB
2,E-paketno,mirovanje,5,kibana,5.66,660.2MiB
2,E-paketno,mirovanje,5,logstash,10.67,685.8MiB
2,E-paketno,mirovanje,5,alertmanager,0.19,20.77MiB
2,E-paketno,mirovanje,6,prometheus,0.91,53.18MiB
2,E-paketno,mirovanje,6,node-exporter,0.00,9.18MiB
2,E-paketno,mirovanje,6,cadvisor,2.12,46.09MiB
2,E-paketno,mirovanje,6,grafana,0.14,53.36MiB
2,E-paketno,mirovanje,6,elasticsearch,1.61,1.973GiB
2,E-paketno,mirovanje,6,kibana,5.52,660.2MiB
2,E-paketno,mirovanje,6,logstash,7.62,686.1MiB
2,E-paketno,mirovanje,6,alertmanager,0.26,20.77MiB
2,E-paketno,mirovanje,7,prometheus,0.00,53.18MiB
2,E-paketno,mirovanje,7,node-exporter,0.00,9.32MiB
2,E-paketno,mirovanje,7,cadvisor,3.97,46.09MiB
2,E-paketno,mirovanje,7,grafana,0.37,53.36MiB
2,E-paketno,mirovanje,7,elasticsearch,2.17,1.973GiB
2,E-paketno,mirovanje,7,kibana,12.26,660.2MiB
2,E-paketno,mirovanje,7,logstash,29.33,686.4MiB
2,E-paketno,mirovanje,7,alertmanager,0.94,20.77MiB
2,E-paketno,mirovanje,8,prometheus,0.01,53.18MiB
2,E-paketno,mirovanje,8,node-exporter,0.00,9.32MiB
2,E-paketno,mirovanje,8,cadvisor,2.76,46.09MiB
2,E-paketno,mirovanje,8,grafana,0.10,53.36MiB
2,E-paketno,mirovanje,8,elasticsearch,2.99,1.973GiB
2,E-paketno,mirovanje,8,kibana,5.58,660.2MiB
2,E-paketno,mirovanje,8,logstash,8.94,686.7MiB
2,E-paketno,mirovanje,8,alertmanager,0.24,20.77MiB
2,E-paketno,mirovanje,9,prometheus,0.79,53.18MiB
2,E-paketno,mirovanje,9,node-exporter,2.99,9.016MiB
2,E-paketno,mirovanje,9,cadvisor,3.18,46.11MiB
2,E-paketno,mirovanje,9,grafana,0.13,53.36MiB
2,E-paketno,mirovanje,9,elasticsearch,1.66,1.973GiB
2,E-paketno,mirovanje,9,kibana,7.27,660.2MiB
2,E-paketno,mirovanje,9,logstash,6.16,686.7MiB
2,E-paketno,mirovanje,9,alertmanager,0.16,20.77MiB
2,E-paketno,mirovanje,10,prometheus,0.04,53.18MiB
2,E-paketno,mirovanje,10,node-exporter,0.00,9.016MiB
2,E-paketno,mirovanje,10,cadvisor,3.67,46.11MiB
2,E-paketno,mirovanje,10,grafana,0.23,53.36MiB
2,E-paketno,mirovanje,10,elasticsearch,2.22,1.973GiB
2,E-paketno,mirovanje,10,kibana,9.71,660.2MiB
2,E-paketno,mirovanje,10,logstash,3.89,686.8MiB
2,E-paketno,mirovanje,10,alertmanager,0.75,20.77MiB
2,E-paketno,obremenitev,1,prometheus,0.07,52.75MiB
2,E-paketno,obremenitev,1,node-exporter,0.00,8.926MiB
2,E-paketno,obremenitev,1,cadvisor,2.15,45.09MiB
2,E-paketno,obremenitev,1,grafana,0.22,53.37MiB
2,E-paketno,obremenitev,1,elasticsearch,5.41,1.973GiB
2,E-paketno,obremenitev,1,kibana,5.98,660.2MiB
2,E-paketno,obremenitev,1,logstash,7.87,696.1MiB
2,E-paketno,obremenitev,1,alertmanager,0.20,20.77MiB
2,E-paketno,obremenitev,2,prometheus,0.79,52.75MiB
2,E-paketno,obremenitev,2,node-exporter,1.58,8.969MiB
2,E-paketno,obremenitev,2,cadvisor,4.69,45.09MiB
2,E-paketno,obremenitev,2,grafana,0.06,53.37MiB
2,E-paketno,obremenitev,2,elasticsearch,3.57,1.973GiB
2,E-paketno,obremenitev,2,kibana,8.36,660.2MiB
2,E-paketno,obremenitev,2,logstash,13.58,696.1MiB
2,E-paketno,obremenitev,2,alertmanager,0.21,20.77MiB
2,E-paketno,obremenitev,3,prometheus,0.00,52.76MiB
2,E-paketno,obremenitev,3,node-exporter,0.00,8.969MiB
2,E-paketno,obremenitev,3,cadvisor,2.40,45.42MiB
2,E-paketno,obremenitev,3,grafana,0.21,53.37MiB
2,E-paketno,obremenitev,3,elasticsearch,2.78,1.973GiB
2,E-paketno,obremenitev,3,kibana,6.65,660.2MiB
2,E-paketno,obremenitev,3,logstash,10.56,696.1MiB
2,E-paketno,obremenitev,3,alertmanager,0.26,20.77MiB
2,E-paketno,obremenitev,4,prometheus,0.00,52.76MiB
2,E-paketno,obremenitev,4,node-exporter,0.00,8.969MiB
2,E-paketno,obremenitev,4,cadvisor,2.01,45.41MiB
2,E-paketno,obremenitev,4,grafana,0.27,53.37MiB
2,E-paketno,obremenitev,4,elasticsearch,3.27,1.973GiB
2,E-paketno,obremenitev,4,kibana,5.59,660.2MiB
2,E-paketno,obremenitev,4,logstash,4.61,696.1MiB
2,E-paketno,obremenitev,4,alertmanager,0.25,20.77MiB
2,E-paketno,obremenitev,5,prometheus,0.62,52.76MiB
2,E-paketno,obremenitev,5,node-exporter,0.00,9.133MiB
2,E-paketno,obremenitev,5,cadvisor,2.35,45.41MiB
2,E-paketno,obremenitev,5,grafana,0.38,53.37MiB
2,E-paketno,obremenitev,5,elasticsearch,2.19,1.973GiB
2,E-paketno,obremenitev,5,kibana,8.29,660.2MiB
2,E-paketno,obremenitev,5,logstash,4.87,696.1MiB
2,E-paketno,obremenitev,5,alertmanager,0.22,20.77MiB
2,E-paketno,obremenitev,6,prometheus,0.00,52.76MiB
2,E-paketno,obremenitev,6,node-exporter,0.00,9.133MiB
2,E-paketno,obremenitev,6,cadvisor,1.72,45.41MiB
2,E-paketno,obremenitev,6,grafana,0.12,53.37MiB
2,E-paketno,obremenitev,6,elasticsearch,2.67,1.973GiB
2,E-paketno,obremenitev,6,kibana,5.74,660.2MiB
2,E-paketno,obremenitev,6,logstash,21.29,696MiB
2,E-paketno,obremenitev,6,alertmanager,0.37,20.77MiB
2,E-paketno,obremenitev,7,prometheus,0.00,52.75MiB
2,E-paketno,obremenitev,7,node-exporter,0.00,9.133MiB
2,E-paketno,obremenitev,7,cadvisor,1.85,45.41MiB
2,E-paketno,obremenitev,7,grafana,0.08,53.37MiB
2,E-paketno,obremenitev,7,elasticsearch,1.09,1.973GiB
2,E-paketno,obremenitev,7,kibana,5.91,660.2MiB
2,E-paketno,obremenitev,7,logstash,6.38,696MiB
2,E-paketno,obremenitev,7,alertmanager,1.05,20.77MiB
2,E-paketno,obremenitev,8,prometheus,0.00,52.76MiB
2,E-paketno,obremenitev,8,node-exporter,0.00,9.332MiB
2,E-paketno,obremenitev,8,cadvisor,3.19,45.42MiB
2,E-paketno,obremenitev,8,grafana,0.11,53.37MiB
2,E-paketno,obremenitev,8,elasticsearch,2.40,1.973GiB
2,E-paketno,obremenitev,8,kibana,8.90,660.2MiB
2,E-paketno,obremenitev,8,logstash,8.51,696MiB
2,E-paketno,obremenitev,8,alertmanager,1.00,20.77MiB
2,E-paketno,obremenitev,9,prometheus,0.68,52.76MiB
2,E-paketno,obremenitev,9,node-exporter,0.00,9.332MiB
2,E-paketno,obremenitev,9,cadvisor,1.60,45.54MiB
2,E-paketno,obremenitev,9,grafana,0.27,53.37MiB
2,E-paketno,obremenitev,9,elasticsearch,1.87,1.973GiB
2,E-paketno,obremenitev,9,kibana,5.88,660.2MiB
2,E-paketno,obremenitev,9,logstash,5.09,696MiB
2,E-paketno,obremenitev,9,alertmanager,0.34,20.77MiB
2,E-paketno,obremenitev,10,prometheus,0.07,52.76MiB
2,E-paketno,obremenitev,10,node-exporter,0.00,9.332MiB
2,E-paketno,obremenitev,10,cadvisor,2.20,45.41MiB
2,E-paketno,obremenitev,10,grafana,0.22,53.37MiB
2,E-paketno,obremenitev,10,elasticsearch,1.55,1.973GiB
2,E-paketno,obremenitev,10,kibana,6.67,660.2MiB
2,E-paketno,obremenitev,10,logstash,7.87,696MiB
2,E-paketno,obremenitev,10,alertmanager,0.31,20.77MiB
3,A-izhodisce,mirovanje,1,prometheus,0.16,70.47MiB
3,A-izhodisce,mirovanje,1,node-exporter,0.00,9.027MiB
3,A-izhodisce,mirovanje,1,cadvisor,2.12,44.57MiB
3,A-izhodisce,mirovanje,1,grafana,0.10,53.15MiB
3,A-izhodisce,mirovanje,1,elasticsearch,0.87,1.974GiB
3,A-izhodisce,mirovanje,1,kibana,6.05,660.2MiB
3,A-izhodisce,mirovanje,1,logstash,1.70,768.2MiB
3,A-izhodisce,mirovanje,1,alertmanager,0.59,21.03MiB
3,A-izhodisce,mirovanje,2,prometheus,0.04,70.47MiB
3,A-izhodisce,mirovanje,2,node-exporter,0.00,9.027MiB
3,A-izhodisce,mirovanje,2,cadvisor,1.72,44.57MiB
3,A-izhodisce,mirovanje,2,grafana,1.76,53.16MiB
3,A-izhodisce,mirovanje,2,elasticsearch,1.68,1.974GiB
3,A-izhodisce,mirovanje,2,kibana,5.74,660.2MiB
3,A-izhodisce,mirovanje,2,logstash,1.56,768.7MiB
3,A-izhodisce,mirovanje,2,alertmanager,0.16,21.03MiB
3,A-izhodisce,mirovanje,3,prometheus,1.05,70.47MiB
3,A-izhodisce,mirovanje,3,node-exporter,0.00,9.027MiB
3,A-izhodisce,mirovanje,3,cadvisor,5.95,44.62MiB
3,A-izhodisce,mirovanje,3,grafana,0.21,53.16MiB
3,A-izhodisce,mirovanje,3,elasticsearch,1.61,1.974GiB
3,A-izhodisce,mirovanje,3,kibana,6.00,660.2MiB
3,A-izhodisce,mirovanje,3,logstash,1.66,768.7MiB
3,A-izhodisce,mirovanje,3,alertmanager,0.24,21.03MiB
3,A-izhodisce,mirovanje,4,prometheus,0.03,71.18MiB
3,A-izhodisce,mirovanje,4,node-exporter,0.00,9.039MiB
3,A-izhodisce,mirovanje,4,cadvisor,3.17,44.64MiB
3,A-izhodisce,mirovanje,4,grafana,0.23,53.16MiB
3,A-izhodisce,mirovanje,4,elasticsearch,1.68,1.974GiB
3,A-izhodisce,mirovanje,4,kibana,5.09,660.2MiB
3,A-izhodisce,mirovanje,4,logstash,1.22,768.8MiB
3,A-izhodisce,mirovanje,4,alertmanager,0.48,21.03MiB
3,A-izhodisce,mirovanje,5,prometheus,0.11,71.17MiB
3,A-izhodisce,mirovanje,5,node-exporter,0.00,9.039MiB
3,A-izhodisce,mirovanje,5,cadvisor,2.69,44.64MiB
3,A-izhodisce,mirovanje,5,grafana,0.06,53.16MiB
3,A-izhodisce,mirovanje,5,elasticsearch,1.53,1.974GiB
3,A-izhodisce,mirovanje,5,kibana,4.69,660.2MiB
3,A-izhodisce,mirovanje,5,logstash,1.73,769MiB
3,A-izhodisce,mirovanje,5,alertmanager,0.22,21.03MiB
3,A-izhodisce,mirovanje,6,prometheus,2.38,71.89MiB
3,A-izhodisce,mirovanje,6,node-exporter,0.00,9.039MiB
3,A-izhodisce,mirovanje,6,cadvisor,4.57,44.63MiB
3,A-izhodisce,mirovanje,6,grafana,0.07,53.16MiB
3,A-izhodisce,mirovanje,6,elasticsearch,1.29,1.974GiB
3,A-izhodisce,mirovanje,6,kibana,6.85,660.2MiB
3,A-izhodisce,mirovanje,6,logstash,2.69,769.1MiB
3,A-izhodisce,mirovanje,6,alertmanager,0.39,21.03MiB
3,A-izhodisce,mirovanje,7,prometheus,0.00,71.87MiB
3,A-izhodisce,mirovanje,7,node-exporter,0.00,9.152MiB
3,A-izhodisce,mirovanje,7,cadvisor,4.76,44.64MiB
3,A-izhodisce,mirovanje,7,grafana,0.27,53.16MiB
3,A-izhodisce,mirovanje,7,elasticsearch,2.48,1.974GiB
3,A-izhodisce,mirovanje,7,kibana,8.62,660.2MiB
3,A-izhodisce,mirovanje,7,logstash,1.95,769.2MiB
